Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
85,68,12,6,7,yes,no,yes,yes,yes,3,3,job,no,no,gentle,Management,hard worker,yes,no,Solutions Architect,developer,Encyclopedias
79,75,11,3,7,yes,no,yes,yes,yes,3,3,job,no,no,stubborn,Management,hard worker,yes,yes,Project Manager,testing,Self help
62,67,10,3,2,no,yes,no,no,no,1,3,higherstudies,no,yes,gentle,Technical,hard worker,yes,yes,Business Systems Analyst,cloud computing,Journals
80,61,8,4,5,no,no,yes,no,yes,2,3,higherstudies,yes,yes,stubborn,Management,hard worker,yes,yes,Network Security Administrator,testing,Science
84,93,11,9,1,no,no,no,no,yes,3,2,job,yes,no,gentle,Technical,smart worker,yes,no,Programmer Analyst,developer,Horror
62,88,5,2,5,no,no,yes,no,yes,3,3,job,yes,no,stubborn,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing,cloud computing,Prayer books
60,84,5,4,1,no,no,no,yes,yes,1,3,higherstudies,yes,yes,stubborn,Management,smart worker,yes,yes,Mobile Applications Developer,cloud computing,Horror
72,92,9,5,1,no,yes,no,yes,yes,1,3,higherstudies,yes,no,gentle,Technical,smart worker,no,yes,Information Technology Auditor,system developer,Guide
79,73,8,6,7,yes,yes,no,yes,no,1,2,job,yes,yes,gentle,Technical,smart worker,no,no,Network Security Engineer,Business process analyst,Horror
70,66,10,4,9,no,no,yes,yes,no,1,3,higherstudies,no,no,gentle,Technical,hard worker,no,no,Software Engineer,cloud computing,Cookbooks
77,93,4,2,4,no,no,yes,no,no,2,1,higherstudies,no,no,gentle,Technical,hard worker,yes,no,Data Architect,testing,Art
89,78,4,6,7,yes,yes,yes,no,no,1,2,job,no,no,gentle,Management,smart worker,no,no,Database Developer,Business process analyst,Cookbooks
75,74,6,5,8,no,no,no,yes,no,2,1,job,yes,no,stubborn,Management,smart worker,yes,yes,Applications Developer,Business process analyst,Horror
79,64,7,4,1,no,yes,yes,yes,yes,1,3,job,no,yes,gentle,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing,testing,Fantasy
72,81,4,7,3,yes,yes,no,no,no,3,1,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Information Technology Auditor,security,Math
71,69,11,9,8,yes,yes,no,no,no,3,1,job,yes,no,stubborn,Technical,smart worker,yes,no,Business Intelligence Analyst,testing,Guide
83,91,10,9,8,yes,no,yes,no,yes,1,2,higherstudies,yes,no,gentle,Technical,smart worker,yes,no,Network Security Engineer,testing,Science fiction
89,68,4,3,3,yes,yes,no,yes,yes,1,3,job,yes,no,stubborn,Technical,hard worker,yes,no,Information Technology Auditor,cloud computing,Math
86,70,4,2,4,yes,no,no,no,no,3,3,higherstudies,no,no,stubborn,Technical,smart worker,no,no,Systems Security Administrator,system developer,Health
61,60,11,2,6,no,no,no,yes,no,2,3,job,yes,yes,stubborn,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,testing,Series
80,76,10,6,7,yes,no,no,yes,no,2,1,job,yes,yes,stubborn,Management,smart worker,yes,no,Database Developer,system developer,Encyclopedias
62,73,9,4,9,yes,no,yes,no,no,3,1,higherstudies,no,yes,stubborn,Technical,smart worker,yes,yes,Solutions Architect,testing,Health
87,63,12,9,1,yes,no,yes,no,no,3,3,higherstudies,no,yes,gentle,Management,smart worker,no,no,CRM Business Analyst,developer,Art
70,75,6,7,1,yes,yes,yes,yes,no,1,3,job,yes,no,stubborn,Technical,smart worker,yes,yes,Software Engineer,system developer,Math
79,73,11,3,2,no,yes,yes,yes,yes,1,3,job,yes,yes,gentle,Technical,smart worker,no,no,Project Manager,system developer,Horror
69,83,10,2,7,yes,no,yes,yes,no,1,2,higherstudies,yes,no,stubborn,Technical,smart worker,no,yes,Software Systems Engineer,cloud computing,Health
79,78,9,1,8,no,no,no,no,no,3,2,job,yes,yes,gentle,Management,smart worker,yes,no,Database Manager,testing,Guide
91,84,6,3,5,no,no,no,yes,yes,2,1,job,no,yes,stubborn,Technical,hard worker,yes,no,Design & UX,system developer,Drama
64,79,6,1,6,no,yes,yes,no,yes,2,2,job,yes,no,stubborn,Technical,hard worker,no,yes,Database Developer,cloud computing,Art
94,79,8,4,1,no,yes,yes,yes,yes,1,3,job,yes,yes,gentle,Management,smart worker,yes,no,Network Security Engineer,security,Math
92,80,8,3,3,yes,no,yes,yes,yes,1,2,higherstudies,no,yes,stubborn,Management,hard worker,yes,yes,Database Administrator,testing,Childrens
61,62,6,6,6,no,no,no,yes,yes,3,2,higherstudies,yes,yes,stubborn,Technical,hard worker,no,yes,Database Administrator,cloud computing,Art
63,92,7,9,2,yes,no,yes,no,yes,1,2,job,no,no,stubborn,Management,smart worker,no,yes,E-Commerce Analyst,system developer,Horror
66,89,8,5,1,no,yes,no,yes,no,3,2,higherstudies,yes,yes,stubborn,Management,smart worker,no,yes,Information Technology Manager,Business process analyst,Science fiction
87,68,11,2,2,no,yes,no,yes,yes,3,2,higherstudies,no,yes,stubborn,Management,hard worker,yes,no,Business Intelligence Analyst,system developer,Encyclopedias
88,65,9,4,7,yes,no,no,no,no,2,2,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Quality Assurance Associate,Business process analyst,Journals
75,61,7,2,7,yes,yes,no,no,yes,3,2,job,yes,no,gentle,Technical,hard worker,yes,yes,Systems Security Administrator,Business process analyst,Autobiographies
71,69,5,4,1,yes,no,no,no,yes,1,3,higherstudies,no,no,stubborn,Management,smart worker,yes,no,Technical Engineer,system developer,Science fiction
78,66,6,4,9,yes,no,yes,yes,yes,3,3,higherstudies,no,yes,stubborn,Technical,smart worker,no,yes,Information Technology Auditor,developer,Math
86,74,6,4,5,no,no,no,no,yes,2,2,higherstudies,no,yes,stubborn,Management,smart worker,yes,no,Data Architect,security,Horror
87,92,12,8,9,no,no,no,no,yes,3,1,higherstudies,yes,yes,stubborn,Technical,hard worker,no,no,Database Developer,security,Journals
66,81,6,4,8,no,no,no,no,no,1,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Technical Engineer,testing,Health
74,86,12,2,8,yes,yes,no,no,no,3,1,job,yes,yes,gentle,Management,smart worker,yes,no,Software Developer,developer,Art
69,81,8,3,1,yes,yes,no,no,yes,3,2,higherstudies,yes,no,gentle,Management,hard worker,no,no,Technical Services/Help Desk/Tech Support,testing,Math
63,76,7,3,2,yes,yes,yes,yes,yes,2,3,job,no,yes,gentle,Management,hard worker,yes,yes,Database Developer,developer,Cookbooks
73,66,7,1,9,yes,no,no,no,no,1,1,job,no,no,gentle,Technical,smart worker,yes,no,Software Engineer,security,Science
60,85,11,8,5,yes,no,no,yes,no,3,3,job,no,yes,stubborn,Technical,hard worker,yes,no,Network Security Administrator,testing,Diaries
92,70,6,6,5,yes,yes,no,yes,no,1,1,job,no,no,stubborn,Management,smart worker,yes,yes,Database Manager,cloud computing,Anthology
76,84,6,2,2,yes,no,yes,yes,yes,3,3,job,no,no,gentle,Management,hard worker,yes,no,Quality Assurance Associate,system developer,Mystery
72,74,9,5,5,no,no,no,no,yes,2,1,job,yes,yes,stubborn,Technical,hard worker,yes,no,Network Engineer,cloud computing,Satire
88,84,6,7,3,yes,no,yes,no,no,2,2,higherstudies,no,yes,stubborn,Technical,hard worker,no,yes,Network Security Administrator,security,Journals
94,83,12,2,8,yes,no,no,no,no,3,2,job,no,yes,stubborn,Management,smart worker,no,yes,Technical Engineer,developer,Prayer books
65,82,4,6,3,no,no,yes,no,no,2,3,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Design & UX,security,Prayer books
66,91,9,1,4,yes,yes,yes,yes,no,3,2,job,yes,yes,gentle,Technical,smart worker,no,yes,Information Technology Manager,Business process analyst,Encyclopedias
75,62,6,8,4,no,no,no,yes,yes,2,3,higherstudies,no,no,stubborn,Technical,hard worker,no,yes,Network Security Administrator,testing,Art
76,72,7,5,2,yes,no,no,no,no,2,3,higherstudies,no,no,stubborn,Technical,hard worker,no,yes,CRM Business Analyst,cloud computing,History
65,91,5,1,2,no,no,no,no,yes,2,3,job,yes,no,stubborn,Technical,smart worker,yes,no,Network Security Administrator,testing,Prayer books
79,87,10,2,3,yes,yes,no,yes,no,3,3,job,yes,no,stubborn,Management,smart worker,yes,no,Design & UX,cloud computing,Prayer books
79,93,11,8,7,yes,no,yes,no,no,3,3,job,no,yes,stubborn,Management,hard worker,yes,yes,Software Developer,Business process analyst,Childrens
67,85,8,6,1,yes,no,yes,yes,no,3,3,higherstudies,no,yes,gentle,Technical,hard worker,yes,no,Design & UX,developer,Art
61,85,7,3,8,yes,yes,yes,no,yes,2,1,higherstudies,no,yes,stubborn,Technical,hard worker,yes,no,Data Architect,system developer,Comics
92,87,5,7,3,yes,yes,no,yes,no,3,2,job,yes,no,gentle,Management,hard worker,no,no,Software Systems Engineer,developer,Fantasy
65,73,5,8,1,no,yes,yes,no,yes,1,1,higherstudies,no,no,gentle,Management,hard worker,yes,yes,Information Technology Manager,testing,Horror
63,67,7,7,8,yes,yes,yes,yes,no,1,1,higherstudies,yes,no,stubborn,Technical,hard worker,yes,no,CRM Business Analyst,cloud computing,Diaries
85,90,12,4,3,yes,no,no,no,yes,3,1,job,no,yes,stubborn,Technical,smart worker,yes,no,Network Engineer,testing,Guide
72,78,7,2,9,no,no,no,no,no,2,3,higherstudies,yes,no,gentle,Management,smart worker,no,yes,Network Security Engineer,cloud computing,Health
62,61,11,5,2,no,yes,yes,no,yes,1,2,higherstudies,no,yes,gentle,Management,smart worker,yes,yes,Business Systems Analyst,cloud computing,Satire
72,92,4,9,9,yes,no,yes,no,yes,1,1,higherstudies,yes,yes,gentle,Management,hard worker,no,no,UX Designer,Business process analyst,Fantasy
60,84,9,5,8,no,no,yes,no,yes,3,3,higherstudies,no,no,stubborn,Management,hard worker,yes,yes,Web Developer,cloud computing,Trilogy
73,67,6,8,7,yes,no,no,yes,yes,1,1,job,yes,yes,gentle,Management,smart worker,no,no,Network Security Engineer,security,Fantasy
91,64,6,4,4,no,no,no,no,no,3,1,job,yes,no,gentle,Management,hard worker,no,yes,CRM Business Analyst,cloud computing,Fantasy
73,93,7,9,6,yes,no,yes,no,no,3,3,job,no,yes,gentle,Management,hard worker,no,no,CRM Business Analyst,cloud computing,Horror
85,63,4,3,3,yes,yes,no,yes,no,3,3,job,yes,yes,stubborn,Technical,hard worker,yes,no,Information Technology Auditor,testing,Self help
89,69,11,8,7,yes,yes,yes,no,yes,3,1,job,no,yes,gentle,Technical,smart worker,no,no,Design & UX,system developer,Satire
82,65,5,6,6,yes,yes,no,yes,no,2,1,job,no,yes,gentle,Technical,hard worker,yes,yes,Database Developer,system developer,Science
88,70,7,2,8,yes,yes,yes,yes,yes,1,1,higherstudies,yes,no,stubborn,Technical,smart worker,yes,yes,Database Developer,cloud computing,Guide
64,74,8,4,5,yes,no,no,no,yes,2,1,higherstudies,no,no,stubborn,Management,smart worker,no,no,Software Engineer,developer,Health
68,74,12,9,5,no,yes,yes,no,no,3,3,higherstudies,no,yes,gentle,Technical,hard worker,no,no,Systems Analyst,system developer,Dictionaries
76,77,11,4,9,yes,no,no,yes,yes,3,1,job,no,no,stubborn,Technical,smart worker,yes,no,Technical Support,security,Satire
60,64,8,3,8,yes,yes,no,yes,yes,3,3,job,yes,yes,stubborn,Management,hard worker,no,no,Technical Engineer,security,Prayer books
88,87,4,6,8,yes,no,no,yes,yes,1,2,higherstudies,yes,yes,stubborn,Technical,hard worker,no,yes,Information Technology Auditor,cloud computing,Comics
69,80,5,2,4,yes,no,no,yes,yes,2,2,higherstudies,yes,yes,stubborn,Technical,smart worker,no,yes,Data Architect,testing,Prayer books
84,84,11,9,8,yes,no,no,no,yes,2,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Information Technology Manager,security,Horror
89,61,5,3,4,no,yes,yes,yes,no,2,3,higherstudies,yes,yes,stubborn,Management,smart worker,yes,no,Portal Administrator,security,Biographies
64,92,7,1,1,no,no,no,no,no,3,2,job,yes,yes,stubborn,Management,hard worker,yes,yes,Network Security Administrator,developer,Art
81,60,7,3,4,no,no,yes,yes,no,2,1,higherstudies,yes,yes,stubborn,Management,hard worker,no,yes,Technical Services/Help Desk/Tech Support,cloud computing,Childrens
60,77,8,5,4,no,no,no,no,yes,2,2,higherstudies,no,yes,gentle,Management,hard worker,yes,no,Quality Assurance Associate,testing,Guide
75,62,11,9,4,no,yes,no,no,yes,2,2,job,no,yes,stubborn,Management,hard worker,no,no,Network Engineer,cloud computing,Health
92,71,9,7,4,yes,no,no,no,yes,1,3,job,no,no,stubborn,Technical,smart worker,yes,no,Software Systems Engineer,system developer,Science
80,63,9,9,7,yes,no,yes,yes,no,3,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,CRM Business Analyst,testing,Drama
88,69,5,7,1,yes,yes,no,no,no,3,3,higherstudies,no,yes,stubborn,Management,smart worker,yes,yes,Data Architect,Business process analyst,Drama
70,93,12,1,9,yes,yes,no,yes,no,2,1,job,no,yes,stubborn,Management,smart worker,no,yes,CRM Business Analyst,security,Guide
91,62,12,3,8,yes,yes,no,yes,no,2,1,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Solutions Architect,system developer,Mystery
86,88,10,5,1,yes,no,yes,yes,no,2,3,higherstudies,yes,no,stubborn,Management,smart worker,no,no,Business Intelligence Analyst,system developer,Autobiographies
90,61,11,1,1,yes,yes,no,no,yes,3,1,job,no,no,gentle,Management,smart worker,no,yes,Portal Administrator,Business process analyst,Fantasy
78,86,6,7,8,no,yes,yes,no,yes,2,1,job,no,yes,stubborn,Technical,smart worker,yes,no,Technical Support,developer,Journals
78,94,12,1,7,yes,no,no,no,no,1,2,job,yes,yes,gentle,Management,hard worker,no,no,Database Developer,Business process analyst,Mystery
86,87,9,2,1,yes,yes,yes,yes,no,1,3,higherstudies,no,yes,stubborn,Management,hard worker,no,no,Web Developer,security,Series
60,91,10,4,4,no,no,yes,yes,no,2,2,job,no,no,stubborn,Technical,hard worker,yes,yes,Systems Security Administrator,testing,Dictionaries
74,87,6,5,5,yes,no,yes,no,no,3,2,job,no,yes,gentle,Technical,smart worker,no,yes,Database Developer,cloud computing,Science
64,93,10,5,7,no,no,no,yes,yes,1,1,job,no,no,stubborn,Management,hard worker,yes,no,CRM Business Analyst,Business process analyst,Guide
68,84,11,6,8,no,no,no,no,yes,1,1,job,yes,no,stubborn,Technical,smart worker,no,no,Technical Support,developer,Encyclopedias
86,89,5,7,5,no,no,no,yes,yes,3,3,job,yes,no,gentle,Management,smart worker,yes,no,Software Developer,security,Series
62,92,10,3,7,yes,yes,yes,no,yes,3,2,job,no,yes,gentle,Management,hard worker,no,no,Technical Services/Help Desk/Tech Support,developer,Health
76,64,6,2,2,yes,yes,yes,no,yes,1,3,higherstudies,yes,no,stubborn,Management,hard worker,yes,no,Applications Developer,cloud computing,Encyclopedias
84,61,9,2,4,no,yes,yes,no,no,1,3,job,no,yes,gentle,Management,hard worker,no,no,Systems Analyst,system developer,Diaries
88,64,10,7,9,no,yes,no,yes,no,3,3,job,yes,no,gentle,Technical,smart worker,no,yes,Systems Analyst,cloud computing,Religion-Spirituality
69,76,10,3,8,no,no,yes,no,no,1,3,job,yes,yes,stubborn,Management,hard worker,no,no,Technical Support,system developer,Cookbooks
70,68,10,4,8,yes,yes,yes,no,yes,3,3,job,yes,yes,gentle,Technical,smart worker,yes,no,Technical Services/Help Desk/Tech Support,developer,Guide
62,65,9,4,6,no,yes,yes,yes,yes,1,1,job,no,no,stubborn,Management,smart worker,yes,yes,E-Commerce Analyst,testing,Horror
89,77,6,5,8,no,yes,yes,yes,no,3,3,job,no,no,gentle,Technical,hard worker,yes,yes,Design & UX,developer,Cookbooks
80,94,8,1,4,yes,no,yes,yes,no,3,2,job,no,yes,stubborn,Management,smart worker,yes,no,Project Manager,cloud computing,Autobiographies
63,78,10,6,4,no,yes,yes,yes,no,3,3,job,no,yes,stubborn,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing,system developer,Series
82,66,7,9,6,no,yes,no,yes,no,2,3,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,Business Intelligence Analyst,testing,Romance
74,91,8,6,5,no,yes,no,no,yes,2,1,job,yes,yes,stubborn,Technical,hard worker,no,yes,Database Developer,cloud computing,Self help
75,72,11,7,9,no,no,no,no,yes,1,2,job,no,yes,stubborn,Technical,smart worker,yes,no,Information Technology Manager,Business process analyst,Travel
65,77,10,9,3,yes,yes,yes,yes,yes,2,3,higherstudies,no,yes,gentle,Technical,hard worker,no,yes,Technical Services/Help Desk/Tech Support,testing,Self help
87,75,5,2,1,yes,no,yes,yes,yes,1,2,higherstudies,no,no,stubborn,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,cloud computing,Series
60,83,5,7,5,no,no,no,yes,no,2,1,higherstudies,yes,yes,gentle,Technical,smart worker,no,no,Database Developer,developer,Journals
83,79,9,9,5,no,yes,yes,yes,yes,3,2,higherstudies,no,no,gentle,Management,hard worker,yes,no,Software Engineer,developer,Science fiction
84,83,4,7,6,no,yes,yes,no,yes,3,1,higherstudies,no,yes,stubborn,Technical,smart worker,yes,no,Mobile Applications Developer,cloud computing,Satire
78,65,8,1,7,yes,no,no,yes,yes,1,3,higherstudies,no,yes,gentle,Technical,hard worker,no,yes,Systems Security Administrator,developer,Diaries
94,64,10,8,7,yes,yes,no,yes,no,3,3,job,yes,no,gentle,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing,testing,Science fiction
60,65,8,5,7,yes,yes,yes,no,yes,2,2,higherstudies,no,yes,gentle,Technical,smart worker,yes,no,Software Engineer,system developer,Self help
66,76,9,3,8,yes,no,yes,no,yes,1,2,job,no,yes,stubborn,Technical,hard worker,no,no,Data Architect,system developer,Journals
61,61,6,1,2,yes,no,yes,no,no,2,2,job,no,yes,gentle,Management,hard worker,no,no,CRM Technical Developer,testing,Anthology
84,79,7,6,5,yes,no,no,yes,yes,1,3,job,no,yes,stubborn,Management,hard worker,no,yes,E-Commerce Analyst,security,Science
81,94,6,5,8,no,no,no,no,no,2,3,job,yes,no,gentle,Management,hard worker,yes,no,Web Developer,testing,Romance
92,76,7,3,7,yes,yes,no,no,no,3,3,higherstudies,no,yes,stubborn,Technical,hard worker,yes,yes,Data Architect,developer,Biographies
93,63,5,5,1,yes,no,yes,no,yes,2,2,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Applications Developer,Business process analyst,Journals
68,60,11,6,1,yes,no,no,no,no,1,1,higherstudies,yes,no,stubborn,Technical,smart worker,no,no,Network Security Administrator,system developer,Prayer books
63,67,11,4,5,yes,no,no,yes,no,1,2,job,no,yes,gentle,Management,smart worker,yes,yes,Technical Services/Help Desk/Tech Support,Business process analyst,Prayer books
72,63,7,4,9,yes,no,no,no,no,2,3,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Quality Assurance Associate,developer,Horror
81,74,10,2,4,yes,no,yes,no,no,2,1,higherstudies,yes,yes,stubborn,Management,hard worker,no,no,Network Security Administrator,security,Series
76,66,11,5,8,yes,no,no,yes,yes,3,3,job,yes,no,stubborn,Technical,hard worker,yes,no,Information Technology Auditor,Business process analyst,Anthology
92,90,10,4,8,yes,yes,yes,no,no,3,3,higherstudies,no,no,gentle,Technical,smart worker,yes,no,Software Developer,security,Comics
83,86,7,6,4,no,no,yes,yes,yes,1,1,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Design & UX,system developer,Fantasy
75,94,12,5,5,no,yes,no,yes,no,1,3,job,yes,yes,stubborn,Management,smart worker,yes,yes,Portal Administrator,cloud computing,Romance
61,94,9,8,9,no,yes,yes,yes,yes,3,1,higherstudies,yes,yes,stubborn,Management,smart worker,no,no,Data Architect,testing,Art
89,90,9,7,1,yes,no,no,no,yes,1,1,higherstudies,yes,yes,stubborn,Technical,hard worker,no,no,Applications Developer,security,Guide
